Days,Well_ID,Oil_Rate,Gas_Rate,Water_Rate,lat,lon
342,Well 2,59,898,58,31.217551,-101.110160
343,Well 2,59,898,58,31.217551,-101.110160
344,Well 2,64,894,56,31.217551,-101.110160
345,Well 2,61,903,52,31.217551,-101.110160
346,Well 2,63,869,58,31.217551,-101.110160
347,Well 2,63,892,51,31.217551,-101.110160
348,Well 2,100,884,63,31.217551,-101.110160
349,Well 2,103,839,59,31.217551,-101.110160
350,Well 2,105,1033,54,31.217551,-101.110160
351,Well 2,113,1023,64,31.217551,-101.110160
352,Well 2,118,976,53,31.217551,-101.110160
353,Well 2,108,1027,57,31.217551,-101.110160
354,Well 2,101,943,55,31.217551,-101.110160
355,Well 2,97,994,20,31.217551,-101.110160
356,Well 2,112,888,70,31.217551,-101.110160
357,Well 2,113,884,57,31.217551,-101.110160
358,Well 2,108,875,58,31.217551,-101.110160
359,Well 2,114,916,57,31.217551,-101.110160
360,Well 2,110,882,55,31.217551,-101.110160
361,Well 2,107,864,55,31.217551,-101.110160
362,Well 2,101,794,53,31.217551,-101.110160
363,Well 2,107,836,47,31.217551,-101.110160
364,Well 2,92,860,39,31.217551,-101.110160
365,Well 2,99,853,39,31.217551,-101.110160
366,Well 2,116,875,43,31.217551,-101.110160
367,Well 2,77,869,41,31.217551,-101.110160
368,Well 2,120,866,49,31.217551,-101.110160
369,Well 2,113,862,45,31.217551,-101.110160
370,Well 2,113,846,46,31.217551,-101.110160
371,Well 2,116,866,43,31.217551,-101.110160
372,Well 2,120,849,47,31.217551,-101.110160
373,Well 2,94,800,23,31.217551,-101.110160
374,Well 2,96,787,25,31.217551,-101.110160
375,Well 2,92,792,25,31.217551,-101.110160
376,Well 2,95,805,26,31.217551,-101.110160
377,Well 2,92,824,25,31.217551,-101.110160
378,Well 2,93,828,25,31.217551,-101.110160
379,Well 2,92,806,24,31.217551,-101.110160
380,Well 2,95,807,25,31.217551,-101.110160
381,Well 2,92,801,26,31.217551,-101.110160
382,Well 2,91,792,26,31.217551,-101.110160
383,Well 2,93,828,26,31.217551,-101.110160
384,Well 2,95,829,26,31.217551,-101.110160
385,Well 2,94,820,25,31.217551,-101.110160
386,Well 2,93,822,25,31.217551,-101.110160
387,Well 2,94,916,25,31.217551,-101.110160
388,Well 2,91,925,24,31.217551,-101.110160
389,Well 2,92,924,26,31.217551,-101.110160
390,Well 2,91,926,25,31.217551,-101.110160
391,Well 2,93,920,25,31.217551,-101.110160
392,Well 2,93,811,25,31.217551,-101.110160
393,Well 2,93,820,25,31.217551,-101.110160
394,Well 2,90,801,25,31.217551,-101.110160
395,Well 2,98,801,20,31.217551,-101.110160
396,Well 2,119,801,29,31.217551,-101.110160
397,Well 2,70,790,26,31.217551,-101.110160
398,Well 2,93,803,26,31.217551,-101.110160
399,Well 2,92,911,26,31.217551,-101.110160
400,Well 2,87,823,24,31.217551,-101.110160
401,Well 2,92.755,819.324,23.957,31.217551,-101.110160
402,Well 2,91.268,820.241,22.978,31.217551,-101.110160
403,Well 2,91.981,823.046,28.133,31.217551,-101.110160
404,Well 2,91.998,960.818,25.654,31.217551,-101.110160
405,Well 2,90.708,938.575,27.945,31.217551,-101.110160
406,Well 2,91.677,942.948,28.4,31.217551,-101.110160
407,Well 2,89.297,926.825,24.799,31.217551,-101.110160
408,Well 2,90.717,807.859,25.533,31.217551,-101.110160
409,Well 2,91.421,813.343,24.967,31.217551,-101.110160
410,Well 2,90.713,801.56,23.813,31.217551,-101.110160
411,Well 2,92,764,22,31.217551,-101.110160
412,Well 2,88,758,25,31.217551,-101.110160
413,Well 2,93,818,26,31.217551,-101.110160
414,Well 2,94,851,26,31.217551,-101.110160
415,Well 2,94,817,26,31.217551,-101.110160
416,Well 2,91,811,25,31.217551,-101.110160
417,Well 2,92,803,25,31.217551,-101.110160
418,Well 2,87,842,37,31.217551,-101.110160
419,Well 2,86,842,36,31.217551,-101.110160
420,Well 2,87,842,35,31.217551,-101.110160
421,Well 2,87,843,36,31.217551,-101.110160
422,Well 2,86,835,32,31.217551,-101.110160
423,Well 2,83,806,38,31.217551,-101.110160
424,Well 2,88,819,39,31.217551,-101.110160
425,Well 2,85,827,40,31.217551,-101.110160
426,Well 2,90,861,38,31.217551,-101.110160
427,Well 2,104,840,33,31.217551,-101.110160
428,Well 2,62,838,34,31.217551,-101.110160
429,Well 2,77,871,28,31.217551,-101.110160
430,Well 2,79,859,32,31.217551,-101.110160
431,Well 2,85,843,25,31.217551,-101.110160
432,Well 2,52,886,43,31.217551,-101.110160
433,Well 2,57,889,41,31.217551,-101.110160
434,Well 2,53,872,43,31.217551,-101.110160
435,Well 2,55,1009,46,31.217551,-101.110160
436,Well 2,80,1109,28,31.217551,-101.110160
437,Well 2,82,1142,27,31.217551,-101.110160
438,Well 2,79,820,34,31.217551,-101.110160
439,Well 2,84,831,46,31.217551,-101.110160
440,Well 2,83,834,44,31.217551,-101.110160
441,Well 2,82,821,43,31.217551,-101.110160
442,Well 2,82,820,42,31.217551,-101.110160
443,Well 2,82,820,44,31.217551,-101.110160
444,Well 2,83,833,43,31.217551,-101.110160
445,Well 2,81,841,42,31.217551,-101.110160
446,Well 2,73,800,36,31.217551,-101.110160
447,Well 2,82,785,42,31.217551,-101.110160
448,Well 2,37,791,380,31.217551,-101.110160
449,Well 2,67,798,373,31.217551,-101.110160
450,Well 2,68,802,383,31.217551,-101.110160
451,Well 2,72,785,374,31.217551,-101.110160
452,Well 2,68,803,388,31.217551,-101.110160
453,Well 2,68,775,336,31.217551,-101.110160
454,Well 2,70,759,379,31.217551,-101.110160
455,Well 2,71,790,335,31.217551,-101.110160
456,Well 2,74,710,44,31.217551,-101.110160
457,Well 2,74,688,27,31.217551,-101.110160
458,Well 2,74,652,39,31.217551,-101.110160
459,Well 2,79,699,37,31.217551,-101.110160
460,Well 2,77,696,40,31.217551,-101.110160
461,Well 2,77,689,0,31.217551,-101.110160
462,Well 2,86,690,41,31.217551,-101.110160
463,Well 2,79,694,41,31.217551,-101.110160
464,Well 2,81,712,40,31.217551,-101.110160
465,Well 2,77,716,40,31.217551,-101.110160
466,Well 2,0,0,0,31.217551,-101.110160
467,Well 2,78,790,36,31.217551,-101.110160
468,Well 2,75,756,34,31.217551,-101.110160
469,Well 2,70,763,33,31.217551,-101.110160
470,Well 2,74,773,34,31.217551,-101.110160
471,Well 2,77,781,35,31.217551,-101.110160
472,Well 2,72,780,36,31.217551,-101.110160
473,Well 2,71,782,0,31.217551,-101.110160
474,Well 2,70,758,32,31.217551,-101.110160
475,Well 2,71,767,34,31.217551,-101.110160
476,Well 2,71,761,33,31.217551,-101.110160
477,Well 2,73,750,33,31.217551,-101.110160
478,Well 2,69,721,34,31.217551,-101.110160
479,Well 2,76,747,34,31.217551,-101.110160
480,Well 2,76,780,34,31.217551,-101.110160
481,Well 2,75,780,36,31.217551,-101.110160
482,Well 2,72,809,36,31.217551,-101.110160
483,Well 2,73,785,32,31.217551,-101.110160
484,Well 2,77,774,32,31.217551,-101.110160
485,Well 2,70,725,38,31.217551,-101.110160
486,Well 2,74,771,35,31.217551,-101.110160
487,Well 2,74,739,36,31.217551,-101.110160
488,Well 2,68,757,29,31.217551,-101.110160
489,Well 2,76,751,33,31.217551,-101.110160
490,Well 2,68,773,33,31.217551,-101.110160
491,Well 2,78,787,33,31.217551,-101.110160
492,Well 2,75,783,33,31.217551,-101.110160
493,Well 2,77,767,32,31.217551,-101.110160
494,Well 2,69,779,33,31.217551,-101.110160
495,Well 2,78,765,33,31.217551,-101.110160
496,Well 2,73,780,32,31.217551,-101.110160
497,Well 2,76,782,37,31.217551,-101.110160
498,Well 2,70,770,33,31.217551,-101.110160
499,Well 2,73,749,32,31.217551,-101.110160
500,Well 2,73,751,33,31.217551,-101.110160
501,Well 2,74,763,36,31.217551,-101.110160
502,Well 2,75,732,29,31.217551,-101.110160
503,Well 2,71,707,31,31.217551,-101.110160
504,Well 2,74,739,32,31.217551,-101.110160
505,Well 2,76,722,31,31.217551,-101.110160
506,Well 2,77,774,38,31.217551,-101.110160
507,Well 2,77,775,34,31.217551,-101.110160
508,Well 2,74,756,34,31.217551,-101.110160
509,Well 2,75,770,34,31.217551,-101.110160
510,Well 2,72,780,46,31.217551,-101.110160
511,Well 2,72,754,33,31.217551,-101.110160
512,Well 2,70,757,32,31.217551,-101.110160
513,Well 2,66,713,0,31.217551,-101.110160
514,Well 2,70,704,0,31.217551,-101.110160
515,Well 2,76,727,36,31.217551,-101.110160
516,Well 2,75,734,0,31.217551,-101.110160
517,Well 2,70,756,32,31.217551,-101.110160
518,Well 2,69,720,31,31.217551,-101.110160
519,Well 2,71,739,0,31.217551,-101.110160
520,Well 2,64,672,24,31.217551,-101.110160
521,Well 2,60,669,0,31.217551,-101.110160
522,Well 2,65,627,20,31.217551,-101.110160
523,Well 2,63,684,23,31.217551,-101.110160
524,Well 2,61,654,25,31.217551,-101.110160
525,Well 2,72,696,30,31.217551,-101.110160
526,Well 2,63,659,0,31.217551,-101.110160
527,Well 2,74,671,20,31.217551,-101.110160
528,Well 2,68,670,26,31.217551,-101.110160
529,Well 2,64,677,25,31.217551,-101.110160
530,Well 2,63,666,0,31.217551,-101.110160
531,Well 2,63,659,19,31.217551,-101.110160
532,Well 2,76,664,0,31.217551,-101.110160
533,Well 2,57,651,0,31.217551,-101.110160
534,Well 2,68,644,0,31.217551,-101.110160
535,Well 2,52,649,0,31.217551,-101.110160
536,Well 2,59,648,0,31.217551,-101.110160
537,Well 2,59,656,20,31.217551,-101.110160
538,Well 2,62,663,21,31.217551,-101.110160
539,Well 2,63,673,23,31.217551,-101.110160
540,Well 2,67,675,28,31.217551,-101.110160
541,Well 2,68,671,0,31.217551,-101.110160
542,Well 2,59,648,0,31.217551,-101.110160
543,Well 2,47,645,0,31.217551,-101.110160
544,Well 2,49,596,29,31.217551,-101.110160
545,Well 2,0,541,8,31.217551,-101.110160
546,Well 2,51,728,21,31.217551,-101.110160
547,Well 2,69,730,29,31.217551,-101.110160
548,Well 2,151,642,29,31.217551,-101.110160
549,Well 2,66,709,30,31.217551,-101.110160
550,Well 2,75,699,30,31.217551,-101.110160
551,Well 2,91,684,22,31.217551,-101.110160
552,Well 2,75,777,0,31.217551,-101.110160
553,Well 2,66,738,0,31.217551,-101.110160
554,Well 2,64,685,24,31.217551,-101.110160
555,Well 2,60,656,0,31.217551,-101.110160
556,Well 2,0,650,0,31.217551,-101.110160
557,Well 2,76,617,19,31.217551,-101.110160
558,Well 2,53,627,0,31.217551,-101.110160
559,Well 2,60,637,0,31.217551,-101.110160
560,Well 2,63,613,0,31.217551,-101.110160
561,Well 2,57,615,0,31.217551,-101.110160
562,Well 2,59,611,0,31.217551,-101.110160
563,Well 2,53,611,0,31.217551,-101.110160
564,Well 2,59,609,0,31.217551,-101.110160
565,Well 2,64,606,0,31.217551,-101.110160
566,Well 2,59,606,0,31.217551,-101.110160
567,Well 2,56,608,0,31.217551,-101.110160
568,Well 2,75,618,0,31.217551,-101.110160
569,Well 2,103,616,0,31.217551,-101.110160
570,Well 2,52,610,0,31.217551,-101.110160
571,Well 2,119,604,0,31.217551,-101.110160
572,Well 2,62,604,0,31.217551,-101.110160
573,Well 2,61,597,0,31.217551,-101.110160
574,Well 2,57,602,0,31.217551,-101.110160
575,Well 2,62,606,9,31.217551,-101.110160
576,Well 2,46,622,28,31.217551,-101.110160
577,Well 2,65,596,18,31.217551,-101.110160
578,Well 2,57,589,16,31.217551,-101.110160
579,Well 2,54,585,15,31.217551,-101.110160
580,Well 2,57,576,0,31.217551,-101.110160
581,Well 2,53,590,15,31.217551,-101.110160
582,Well 2,57,594,28,31.217551,-101.110160
583,Well 2,43,587,35,31.217551,-101.110160
584,Well 2,41,585,0,31.217551,-101.110160
585,Well 2,41,579,0,31.217551,-101.110160
586,Well 2,45,564,0,31.217551,-101.110160
587,Well 2,41,570,0,31.217551,-101.110160
588,Well 2,42,583,0,31.217551,-101.110160
589,Well 2,44,503,0,31.217551,-101.110160
590,Well 2,39,581,52,31.217551,-101.110160
591,Well 2,55,588,47,31.217551,-101.110160
592,Well 2,43,592,0,31.217551,-101.110160
593,Well 2,46,588,0,31.217551,-101.110160
594,Well 2,46,570,57,31.217551,-101.110160
595,Well 2,45,572,57,31.217551,-101.110160
596,Well 2,46,603,57,31.217551,-101.110160
597,Well 2,62,597,0,31.217551,-101.110160
598,Well 2,49,598,0,31.217551,-101.110160
599,Well 2,49,610,0,31.217551,-101.110160
600,Well 2,48,741,42,31.217551,-101.110160
601,Well 2,49,725,0,31.217551,-101.110160
602,Well 2,47,722,0,31.217551,-101.110160
